affiliation_as_published,public_person_record_count,record_type
Southern University of Science and Technology,77,affiliation_label_not_verified_organization
Southern University of Science and Technology (SUSTech),1,affiliation_label_not_verified_organization
Southern Universityof Science and Technology,1,affiliation_label_not_verified_organization
Southern university of science and technology,1,affiliation_label_not_verified_organization
Southwest Jiaotong University,1,affiliation_label_not_verified_organization
Southwest University,1,affiliation_label_not_verified_organization
Southwestern University of Finance and Economics,1,affiliation_label_not_verified_organization
"Spinal Cord Injury and Artificial Intelligence Lab, ETH Zurich",1,affiliation_label_not_verified_organization
Spirit AI,3,affiliation_label_not_verified_organization
Spirit-AI,1,affiliation_label_not_verified_organization
Staff Service-Engineering,1,affiliation_label_not_verified_organization
Stanford University,33,affiliation_label_not_verified_organization
"Stanford University, USA",2,affiliation_label_not_verified_organization
"State Key Laboratory of High Performance Computing (HPCL), School of Computer, National University of Defense Technology",1,affiliation_label_not_verified_organization
State University of New York at Buffalo,3,affiliation_label_not_verified_organization
Stellenbosch University,2,affiliation_label_not_verified_organization
Stevens Institute of Technology,2,affiliation_label_not_verified_organization
"Stevens Institute of Technology, USA",1,affiliation_label_not_verified_organization
Stony Brook University,12,affiliation_label_not_verified_organization
Stonybrook University,1,affiliation_label_not_verified_organization
Stormfish Scientific Corp.,1,affiliation_label_not_verified_organization
Subnero,1,affiliation_label_not_verified_organization
"Sumitomo Heavy Industries, Ltd",1,affiliation_label_not_verified_organization
"Sumitomo Heavy Industries, Ltd.",1,affiliation_label_not_verified_organization
"Sumitomo Heavy Industries,Ltd.",1,affiliation_label_not_verified_organization
Sun Yat-Sen University,7,affiliation_label_not_verified_organization
Sun Yat-Sen University.,1,affiliation_label_not_verified_organization
Sun Yat-sen University,38,affiliation_label_not_verified_organization
Sun Yat-sun University,1,affiliation_label_not_verified_organization
Sun Yet-sen University,1,affiliation_label_not_verified_organization
Sun yat-sen University,1,affiliation_label_not_verified_organization
SunRisingAI Ltd.,1,affiliation_label_not_verified_organization
SungKyunKwan University,1,affiliation_label_not_verified_organization
Sungkyunkwan University,12,affiliation_label_not_verified_organization
Sungkyunkwan University (SKKU),1,affiliation_label_not_verified_organization
"Sungkyunkwan University(SKKU), Robotics Innovatory",1,affiliation_label_not_verified_organization
"Sungkyunkwan university, AIDIN ROBOTICS",1,affiliation_label_not_verified_organization
Sungshin Women’s University,1,affiliation_label_not_verified_organization
Sunkyunkwan University,1,affiliation_label_not_verified_organization
"Surgical Innovation and Training Lab, Department of Surgery, College of Medicine, University of Illinois Chicago, Chicago, IL 60",2,affiliation_label_not_verified_organization
"Suzhou Institute of Nano-Tech and Nano-Bionics, Chinese Academy of Sciences",1,affiliation_label_not_verified_organization
Suzhou University Of Science And Technology,1,affiliation_label_not_verified_organization
Suzhou University and Science and Technology,1,affiliation_label_not_verified_organization
Suzhou University of Science and Technology,2,affiliation_label_not_verified_organization
Swedish Defence Research Agency,2,affiliation_label_not_verified_organization
Swiss Federal Institute of Technology (ETH) Zürich,2,affiliation_label_not_verified_organization
Synapath AI,1,affiliation_label_not_verified_organization
Syracuse University,4,affiliation_label_not_verified_organization
TAMU,2,affiliation_label_not_verified_organization
TAMUCC,1,affiliation_label_not_verified_organization
TECHNION,1,affiliation_label_not_verified_organization
THE HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY(GUANGZHOU),1,affiliation_label_not_verified_organization
THE UNIVERSITY OF HONG KONG,1,affiliation_label_not_verified_organization
TOHOKU UNIVERSITY,1,affiliation_label_not_verified_organization
TOKYO INSTITUTE OF TECHNOLOGY,1,affiliation_label_not_verified_organization
TONGJI University,1,affiliation_label_not_verified_organization
TSINGHUA UNIVERSITY,1,affiliation_label_not_verified_organization
TU Berlin,3,affiliation_label_not_verified_organization
TU Braunschweig,2,affiliation_label_not_verified_organization
"TU Braunschweig, IBR, Algorithms Group",1,affiliation_label_not_verified_organization
TU Darmstadt,7,affiliation_label_not_verified_organization
TU Darmstadt & Hessian.AI,1,affiliation_label_not_verified_organization
TU Delft,3,affiliation_label_not_verified_organization
TU Dortmund University,2,affiliation_label_not_verified_organization
TU Muenchen,1,affiliation_label_not_verified_organization
TU Munich,1,affiliation_label_not_verified_organization
TU Wien,5,affiliation_label_not_verified_organization
"TU Wien, Austrian Institute of Technology",1,affiliation_label_not_verified_organization
TU-Graz,1,affiliation_label_not_verified_organization
TUM,2,affiliation_label_not_verified_organization
Taiyuan University of Technology,1,affiliation_label_not_verified_organization
Tallinn University of Technology,2,affiliation_label_not_verified_organization
Tallinn University of Technology (TalTech),1,affiliation_label_not_verified_organization
Tampere University,9,affiliation_label_not_verified_organization
"TeCIP Institute, Scuola Superiore Sant'Anna",1,affiliation_label_not_verified_organization
Tech. Univ. Muenchen TUM,1,affiliation_label_not_verified_organization
Techinical University of Munich,1,affiliation_label_not_verified_organization
"Technical Univ. of Munich, Germany",1,affiliation_label_not_verified_organization
Technical University Berlin,2,affiliation_label_not_verified_organization
Technical University Munich,4,affiliation_label_not_verified_organization
Technical University of Applied Sciences Würzburg-Schweinfurt,3,affiliation_label_not_verified_organization
Technical University of Berlin,1,affiliation_label_not_verified_organization
Technical University of Denmark,5,affiliation_label_not_verified_organization
Technical University of Denmark (DTU),1,affiliation_label_not_verified_organization
Technical University of Kosice,2,affiliation_label_not_verified_organization
"Technical University of Kosice, Faculty of Mechanical Engineering",2,affiliation_label_not_verified_organization
Technical University of Košice,1,affiliation_label_not_verified_organization
Technical University of Munich,60,affiliation_label_not_verified_organization
Technical University of Munich (TUM),2,affiliation_label_not_verified_organization
"Technical University of Munich, German Aerospace Center (DLR)",1,affiliation_label_not_verified_organization
"Technical University of Munich, School of Medicine and Health, TUM University Hospital, Research Group MITI",1,affiliation_label_not_verified_organization
"Technical University of Munich, TUM School of Computation, Information and Technology, Chair of Robotics, Artificial Intelligenc",1,affiliation_label_not_verified_organization
"Technical University of Munich, TUM School of Medicine and Health, Klinikum rechts der Isar, Research Group MITI",1,affiliation_label_not_verified_organization
"Technical University of Munich, TUM School of Medicine and Health, TUM University Hospital",1,affiliation_label_not_verified_organization
Technical University of Vienna,1,affiliation_label_not_verified_organization
Technical university of Munich,1,affiliation_label_not_verified_organization
Technion,5,affiliation_label_not_verified_organization
Technion - Israel Institute of Technology,2,affiliation_label_not_verified_organization
Technion – Israel Institute of Technology,1,affiliation_label_not_verified_organization
Technion--Israel Institute of Technology,3,affiliation_label_not_verified_organization
Technische Hochschule Ingolstadt,3,affiliation_label_not_verified_organization
Technische Universitaet Muenchen,1,affiliation_label_not_verified_organization
Technische Universität Braunschweig,1,affiliation_label_not_verified_organization
Technische Universität Darmstadt,8,affiliation_label_not_verified_organization
Technische Universität Dortmund,1,affiliation_label_not_verified_organization
Technische Universität Dresden,3,affiliation_label_not_verified_organization
Technische Universität München,3,affiliation_label_not_verified_organization
Technische Universität Wien,2,affiliation_label_not_verified_organization
Technische Universität Wien (TU Wien),1,affiliation_label_not_verified_organization
"Technology and Engineering Center for Space Utilization, Chinese Academy of Sciences",1,affiliation_label_not_verified_organization
Tel-Aviv University,1,affiliation_label_not_verified_organization
TeleAI,2,affiliation_label_not_verified_organization
Tencent,4,affiliation_label_not_verified_organization
"Tencent AI Lab, Seattle",1,affiliation_label_not_verified_organization
Tencent America,3,affiliation_label_not_verified_organization
Terasaki Institute for Biomedical Innovation,1,affiliation_label_not_verified_organization
"Terasaki Institute for Biomedical Innovation, Los Angeles, California",1,affiliation_label_not_verified_organization
TetraBOT,1,affiliation_label_not_verified_organization
Texas A&M,5,affiliation_label_not_verified_organization
Texas A&M University,26,affiliation_label_not_verified_organization
Texas A&M University - College Station,1,affiliation_label_not_verified_organization
Texas State University,1,affiliation_label_not_verified_organization
TexasA&M University,1,affiliation_label_not_verified_organization
Textron Aviation,1,affiliation_label_not_verified_organization
The 710 Institute of China State Shipbuilding Corporation Limited,1,affiliation_label_not_verified_organization
The AI Institute,3,affiliation_label_not_verified_organization
The Australian Institute for Machine Learning,1,affiliation_label_not_verified_organization
The Australian National University,1,affiliation_label_not_verified_organization
The BioRobotics Institute - Sant'Anna School of Advanced Studies / Scuola Superiore S. Anna,1,affiliation_label_not_verified_organization
"The Charles Stark Draper Laboratory, Inc.",2,affiliation_label_not_verified_organization
The Chinese University of Hong Kong,46,affiliation_label_not_verified_organization
The Chinese University of Hong Kong (CUHK),1,affiliation_label_not_verified_organization
"The Chinese University of Hong Kong, Shenzhen",30,affiliation_label_not_verified_organization
The Chinese University of Hong Kong，Shenzhen,1,affiliation_label_not_verified_organization
The Chinese University of HongKong,2,affiliation_label_not_verified_organization
"The Chinese University of HongKong,ShenZhen",1,affiliation_label_not_verified_organization
The Chinese Univiersity of Hong Kong(shenzhen),1,affiliation_label_not_verified_organization
"The Chinese Unviersity of Hong Kong, Shenzhen",1,affiliation_label_not_verified_organization
The George Washington University,2,affiliation_label_not_verified_organization
The Hong Kong Polytechnic University,15,affiliation_label_not_verified_organization
The Hong Kong University of Science and Technology,24,affiliation_label_not_verified_organization
The Hong Kong University of Science and Technology (Guangzhou),44,affiliation_label_not_verified_organization
The Hong Kong University of Science and Technology （Guangzhou）,1,affiliation_label_not_verified_organization
The Hong Kong University of Science and Technology(GuangZhou),1,affiliation_label_not_verified_organization
The Hong Kong University of Science and Technology(Guangzhou),5,affiliation_label_not_verified_organization
"The Hong Kong University of Science and Technology, Guangzhou",1,affiliation_label_not_verified_organization
"The Hong Kong University of Science and Technology, Southern University of Science and Technology",1,affiliation_label_not_verified_organization
The Hong Kong University of Science and Technologyg,1,affiliation_label_not_verified_organization
The Hong Kong University of Technology (Guangzhou),1,affiliation_label_not_verified_organization
The Hong Kong university of Science and Technology,1,affiliation_label_not_verified_organization
The HongKong University of Science and Technology (Guangzhou),1,affiliation_label_not_verified_organization
The HongKong University of Science and Technology(Guangzhou),1,affiliation_label_not_verified_organization
The Institute for Human and Machine Cognition and The University of West Florida,1,affiliation_label_not_verified_organization
The Institute of Automation of the Chinese Academy of Sciences,1,affiliation_label_not_verified_organization
The National Institute of Advanced Industrial Science and Technology (AIST),1,affiliation_label_not_verified_organization
The Ohio State University,9,affiliation_label_not_verified_organization
The Pennsylvania State University,2,affiliation_label_not_verified_organization
The Technische Universität München,1,affiliation_label_not_verified_organization
The Third Affiliated Hospital of Sun Yat-sen University,1,affiliation_label_not_verified_organization
The U.S. Army Ground Vehicle Systems Center,1,affiliation_label_not_verified_organization
The Univeersity of Tokyo,1,affiliation_label_not_verified_organization
The University Of Edinburgh,1,affiliation_label_not_verified_organization
The University Of Melbourne,1,affiliation_label_not_verified_organization
The University Of New Mexico,1,affiliation_label_not_verified_organization
The University Of Tokyo,2,affiliation_label_not_verified_organization
The University São Paulo,1,affiliation_label_not_verified_organization
The University fo Manchester,1,affiliation_label_not_verified_organization
The University of Adelaide,3,affiliation_label_not_verified_organization
The University of Alabama,8,affiliation_label_not_verified_organization
"The University of Alabama, Tuscaloosa",1,affiliation_label_not_verified_organization
The University of British Columbia,2,affiliation_label_not_verified_organization
The University of Edinburgh,3,affiliation_label_not_verified_organization
The University of Electro-Communications,4,affiliation_label_not_verified_organization
The University of Electro-Communications (UEC),1,affiliation_label_not_verified_organization
The University of Hong Kong,31,affiliation_label_not_verified_organization
"The University of Hong Kong, China",2,affiliation_label_not_verified_organization
The University of HongKong,1,affiliation_label_not_verified_organization
The University of Manchester,11,affiliation_label_not_verified_organization
The University of New South Wales,3,affiliation_label_not_verified_organization
The University of North Carolina at Chapel Hill,2,affiliation_label_not_verified_organization
The University of Osaka,5,affiliation_label_not_verified_organization
The University of Osaka / Kobe University,1,affiliation_label_not_verified_organization
The University of Padua,1,affiliation_label_not_verified_organization
The University of Queensland,1,affiliation_label_not_verified_organization
The University of Science and Technology (Guangzhou),1,affiliation_label_not_verified_organization
The University of Sheffield,1,affiliation_label_not_verified_organization
The University of Sydney,1,affiliation_label_not_verified_organization
The University of TOkyo,1,affiliation_label_not_verified_organization
The University of Texas,1,affiliation_label_not_verified_organization
The University of Texas at Arlington,1,affiliation_label_not_verified_organization
The University of Texas at Austin,21,affiliation_label_not_verified_organization
The University of Texas at El Paso,3,affiliation_label_not_verified_organization
The University of Tokyo,85,affiliation_label_not_verified_organization
The University of Western Australia,2,affiliation_label_not_verified_organization
The Universityof Texas at Austin,1,affiliation_label_not_verified_organization
The Walt Disney Company,1,affiliation_label_not_verified_organization
The second hospital of shandong university,1,affiliation_label_not_verified_organization
The university of Tokyo,1,affiliation_label_not_verified_organization
This work performed at IPK,2,affiliation_label_not_verified_organization
ThoughtForge AI,7,affiliation_label_not_verified_organization
Tianfu Jiangxi Laboratory,1,affiliation_label_not_verified_organization
Tianjin University,5,affiliation_label_not_verified_organization
"Tianmushan Laboratory, Beihang University",1,affiliation_label_not_verified_organization
Tohoku University,20,affiliation_label_not_verified_organization
"Tohoku University, JAPAN",1,affiliation_label_not_verified_organization
"Tohoku University, Japan",1,affiliation_label_not_verified_organization
Tokyo Institute of Technology,7,affiliation_label_not_verified_organization
Tokyo University of Science,6,affiliation_label_not_verified_organization
TongJi University,1,affiliation_label_not_verified_organization
Tongji Univerisity,1,affiliation_label_not_verified_organization
Tongji University,58,affiliation_label_not_verified_organization
"Tongji University, Shanghai",1,affiliation_label_not_verified_organization
Tongji university,1,affiliation_label_not_verified_organization
TopXGun Robotics,1,affiliation_label_not_verified_organization
Torc Robotics,1,affiliation_label_not_verified_organization
Toronto Metropolitan University,2,affiliation_label_not_verified_organization
"Toshiba Europe, UK",1,affiliation_label_not_verified_organization
Touch & Manipulation Expert,1,affiliation_label_not_verified_organization
Toyohashi University of Technology,2,affiliation_label_not_verified_organization
Toyota Central R&D Labs,1,affiliation_label_not_verified_organization
"Toyota Central R&D Labs., Inc.",3,affiliation_label_not_verified_organization
Toyota Motor North America,1,affiliation_label_not_verified_organization
Toyota Motor North America R&D,1,affiliation_label_not_verified_organization
"Toyota Motor North America, InfoTech Labs",1,affiliation_label_not_verified_organization
"Toyota Motor North America, R&D",1,affiliation_label_not_verified_organization
Toyota NA-R&D,1,affiliation_label_not_verified_organization
Toyota Research Institute,7,affiliation_label_not_verified_organization
Transfyr,1,affiliation_label_not_verified_organization
Transportation Research Center Inc. c/o NHTSA,1,affiliation_label_not_verified_organization
Truman State University,1,affiliation_label_not_verified_organization
Tsinghua,4,affiliation_label_not_verified_organization
Tsinghua Shenzhen International Graduate School,2,affiliation_label_not_verified_organization
"Tsinghua Shenzhen International Graduate School, Tsinghua University",1,affiliation_label_not_verified_organization
Tsinghua Univ.,1,affiliation_label_not_verified_organization
Tsinghua University,205,affiliation_label_not_verified_organization
Tsinghua University School of Vehicle and Mobility,1,affiliation_label_not_verified_organization
"Tsinghua University, China",5,affiliation_label_not_verified_organization
"Tsinghua University, TetraBOT",1,affiliation_label_not_verified_organization
Tsinghua Univiersity,1,affiliation_label_not_verified_organization
Tsinghua Unviersity,1,affiliation_label_not_verified_organization
Tsinghua university,4,affiliation_label_not_verified_organization
Tufts University,9,affiliation_label_not_verified_organization
"Tufts University, USA",1,affiliation_label_not_verified_organization
U.S. DEVCOM Army Research Laboratory,1,affiliation_label_not_verified_organization
U.S. Naval Research Laboratory,1,affiliation_label_not_verified_organization
UBTech Robotics,1,affiliation_label_not_verified_organization
UC Berkeley,15,affiliation_label_not_verified_organization
UC Irvine,1,affiliation_label_not_verified_organization
UC Merced,1,affiliation_label_not_verified_organization
UC San Diego,12,affiliation_label_not_verified_organization
UC San Diego (UCSD),1,affiliation_label_not_verified_organization
UC Santa Cruz,2,affiliation_label_not_verified_organization
UCL,1,affiliation_label_not_verified_organization
UCLA,10,affiliation_label_not_verified_organization
UCLouvain,1,affiliation_label_not_verified_organization
UCSD,6,affiliation_label_not_verified_organization
UESTC,4,affiliation_label_not_verified_organization
UIUC,6,affiliation_label_not_verified_organization
UK Atomic Energy Authority,4,affiliation_label_not_verified_organization
UMBC,1,affiliation_label_not_verified_organization
UMass Amherst,1,affiliation_label_not_verified_organization
UMass Chan Medical School,1,affiliation_label_not_verified_organization
UNC Chapel Hill,1,affiliation_label_not_verified_organization
UNC Chapel Hill and NC State University,1,affiliation_label_not_verified_organization
UNIVERSITY OF CALIFORNIA - LOS ANGELES,1,affiliation_label_not_verified_organization
UNIVERSITY OF NOTRE DAME,1,affiliation_label_not_verified_organization
UNIVERSITY OF PENNSYLVANIA,1,affiliation_label_not_verified_organization
UNIVERSITY OF SOUTHERN CALIFORNIA,1,affiliation_label_not_verified_organization
UNIVERSITY OF WASHINGTON,1,affiliation_label_not_verified_organization
UNSW,2,affiliation_label_not_verified_organization
"UNSW Australia, Canberra",1,affiliation_label_not_verified_organization
UPC & EPFL,1,affiliation_label_not_verified_organization
UPEC Université de Paris Est Créteil,1,affiliation_label_not_verified_organization
US Air Force Research Lab,1,affiliation_label_not_verified_organization
US Army DEVCOM GVSC,1,affiliation_label_not_verified_organization
US Army DEVCOM-GVSC,1,affiliation_label_not_verified_organization
US Army Research Laboratory,2,affiliation_label_not_verified_organization
US. Army Research Laboratory,1,affiliation_label_not_verified_organization
USACE ERDC,1,affiliation_label_not_verified_organization
USC,2,affiliation_label_not_verified_organization
USI and SUPSI,1,affiliation_label_not_verified_organization
USI/SUPSI-IDSIA,1,affiliation_label_not_verified_organization
USP,1,affiliation_label_not_verified_organization
USST,2,affiliation_label_not_verified_organization
USTB,1,affiliation_label_not_verified_organization
USTHK,1,affiliation_label_not_verified_organization
UT Austin,6,affiliation_label_not_verified_organization
UTAD,1,affiliation_label_not_verified_organization
UVA,1,affiliation_label_not_verified_organization
UVify,2,affiliation_label_not_verified_organization
UW-Madison,2,affiliation_label_not_verified_organization
Ulsan National Institute of Science and Technology,2,affiliation_label_not_verified_organization
Uni Bonn | Lamarr Institute,1,affiliation_label_not_verified_organization
Unimore,1,affiliation_label_not_verified_organization
United Kingdom Atomic Energy Authority / University of Oxford,1,affiliation_label_not_verified_organization
United States Military Academy,3,affiliation_label_not_verified_organization
United States Naval Research Laboratory,1,affiliation_label_not_verified_organization
Univ. de Sevilla,1,affiliation_label_not_verified_organization
"Univ. of Genoa, Italy",1,affiliation_label_not_verified_organization
"Univ. of Georgia, USA",1,affiliation_label_not_verified_organization
Univ. of Heidelberg,1,affiliation_label_not_verified_organization
Univ. of Modena & Reggio Emilia,1,affiliation_label_not_verified_organization
"Univ. of Nebraska Omaha, USA",1,affiliation_label_not_verified_organization
Univerisity Carlos III of Madrid,1,affiliation_label_not_verified_organization
"Univeristy of California, San Diego",1,affiliation_label_not_verified_organization
"Univeristy of Montpellier, CNRS-AIST Joint Robotics Laboratory",1,affiliation_label_not_verified_organization
Univeristy of Technology Sydney,1,affiliation_label_not_verified_organization
Universidad Carlos III de Madrid,2,affiliation_label_not_verified_organization
Universidad Pablo De Olavide,1,affiliation_label_not_verified_organization
Universidad Pablo de Olavide,4,affiliation_label_not_verified_organization
Universidad Politecnica de Madrid,2,affiliation_label_not_verified_organization
Universidad Politecnica de Valencia,1,affiliation_label_not_verified_organization
Universidad Politécnica de Madrid,2,affiliation_label_not_verified_organization
Universidad San Sebastian,1,affiliation_label_not_verified_organization
Universidad de Alicante,1,affiliation_label_not_verified_organization
Universidad de Malaga,1,affiliation_label_not_verified_organization
Universidad de Zaragoza,9,affiliation_label_not_verified_organization
Universidade Federal da Paraiba,1,affiliation_label_not_verified_organization
Universidade Federal de Minas Gerais,3,affiliation_label_not_verified_organization
Universidade Federal do Amazonas,1,affiliation_label_not_verified_organization
Universidade Federal do Rio Grande - FURG,1,affiliation_label_not_verified_organization
Universita' di Catania,1,affiliation_label_not_verified_organization
Universita' di Napoli Federico II,1,affiliation_label_not_verified_organization
Universita' di Siena,2,affiliation_label_not_verified_organization
Universitat Politècnica de Catalunya,2,affiliation_label_not_verified_organization
University,1,affiliation_label_not_verified_organization
University Carlos III of Madrid,3,affiliation_label_not_verified_organization
University College Dublin,1,affiliation_label_not_verified_organization
University College London,22,affiliation_label_not_verified_organization
University Hospital and Faculty of Medicine Carl Gustav Carus at TUD Dresden University of Technology,1,affiliation_label_not_verified_organization
"University Hospital and Medical Faculty Carl Gustav Carus, TU Dresden",1,affiliation_label_not_verified_organization
"University Hospital, Department of Neurosurgery, Zurich",1,affiliation_label_not_verified_organization
University Medical Center Groningen,2,affiliation_label_not_verified_organization
University Of Electronic Science And Technology Of China,2,affiliation_label_not_verified_organization
University Of Leicester,1,affiliation_label_not_verified_organization
University Of Michigan,2,affiliation_label_not_verified_organization
University Of Science And Technology Of China,1,affiliation_label_not_verified_organization
University Pablo de Olavide,2,affiliation_label_not_verified_organization
University Paris EST/LISSI/FSATI,1,affiliation_label_not_verified_organization
University Paris Est Créteil,1,affiliation_label_not_verified_organization
University Paris-Est Créteil (UPEC),1,affiliation_label_not_verified_organization
"University Saarland, ZeMA - Center for Mechatronics and Automation gGmbH",1,affiliation_label_not_verified_organization
University at Buffalo,9,affiliation_label_not_verified_organization
"University at Buffalo, SUNY",3,affiliation_label_not_verified_organization
"University at Buffalo, The State University of New York",1,affiliation_label_not_verified_organization
University of Adelaide,4,affiliation_label_not_verified_organization
University of Alabama,1,affiliation_label_not_verified_organization
University of Alberta,5,affiliation_label_not_verified_organization
University of Alicante,2,affiliation_label_not_verified_organization
University of Amsterdam,1,affiliation_label_not_verified_organization
University of Applied Science Coburg,1,affiliation_label_not_verified_organization
University of Applied Sciences Karlsruhe,1,affiliation_label_not_verified_organization
University of Applied Sciences Technikum Wien,1,affiliation_label_not_verified_organization
University of Applied Sciences Würzburg-Schweinfurt,1,affiliation_label_not_verified_organization
University of Arkansas,3,affiliation_label_not_verified_organization
University of Arkansas at Little Rock,1,affiliation_label_not_verified_organization
University of Auckland,7,affiliation_label_not_verified_organization
University of Bamberg,1,affiliation_label_not_verified_organization
University of Basilicata,2,affiliation_label_not_verified_organization
University of Bath,1,affiliation_label_not_verified_organization
University of Birmingham,7,affiliation_label_not_verified_organization
University of Bologna,8,affiliation_label_not_verified_organization
University of Bonn,14,affiliation_label_not_verified_organization
University of Bonn & CARIAD SE,1,affiliation_label_not_verified_organization
University of Bremen,2,affiliation_label_not_verified_organization
"University of Bremen & DFKI, Germany",1,affiliation_label_not_verified_organization
University of Bremen / Universität Bremen,1,affiliation_label_not_verified_organization
University of Bristol,5,affiliation_label_not_verified_organization
University of British Columbia,2,affiliation_label_not_verified_organization
University of Buffalo,1,affiliation_label_not_verified_organization
University of California,3,affiliation_label_not_verified_organization
University of California - Riverside,1,affiliation_label_not_verified_organization
University of California - San Diego,1,affiliation_label_not_verified_organization
University of California Berkeley,1,affiliation_label_not_verified_organization
University of California Los Angeles,2,affiliation_label_not_verified_organization
University of California Merced,1,affiliation_label_not_verified_organization
University of California Riverside,5,affiliation_label_not_verified_organization
University of California San Diego,17,affiliation_label_not_verified_organization
University of California San Francisco,1,affiliation_label_not_verified_organization
University of California Santa Barbara,1,affiliation_label_not_verified_organization
"University of California, Berkeley",28,affiliation_label_not_verified_organization
"University of California, Davis",1,affiliation_label_not_verified_organization
"University of California, Irvine",16,affiliation_label_not_verified_organization
"University of California, Los Angeles",16,affiliation_label_not_verified_organization
"University of California, Los Angeles (UCLA), USA",1,affiliation_label_not_verified_organization
"University of California, Merced",1,affiliation_label_not_verified_organization
"University of California, Riverside",9,affiliation_label_not_verified_organization
"University of California, San Diego",28,affiliation_label_not_verified_organization
"University of California, Santa Barbara",2,affiliation_label_not_verified_organization
"University of California, Santa Cruz",3,affiliation_label_not_verified_organization
University of Cambridge,11,affiliation_label_not_verified_organization
University of Canberra,6,affiliation_label_not_verified_organization
University of Catania,2,affiliation_label_not_verified_organization
University of Central Florida,4,affiliation_label_not_verified_organization
University of Cergy Pontoise,1,affiliation_label_not_verified_organization
University of Chicago / Argonne,1,affiliation_label_not_verified_organization
University of Chinese Academy of Sciences,30,affiliation_label_not_verified_organization
"University of Chinese Academy of Sciences, China",1,affiliation_label_not_verified_organization
University of Colorado,1,affiliation_label_not_verified_organization
University of Colorado Boulder,5,affiliation_label_not_verified_organization
University of Colorado Denver,4,affiliation_label_not_verified_organization
University of Connecticut,7,affiliation_label_not_verified_organization
University of Connenticut,1,affiliation_label_not_verified_organization
University of Conneticut,1,affiliation_label_not_verified_organization
University of Copenhagen,1,affiliation_label_not_verified_organization
University of Cyprus,2,affiliation_label_not_verified_organization
University of Dayton,1,affiliation_label_not_verified_organization
University of Delaware,16,affiliation_label_not_verified_organization
University of Edinburgh,8,affiliation_label_not_verified_organization
University of Electronic Science and Technology,1,affiliation_label_not_verified_organization
University of Electronic Science and Technology of China,18,affiliation_label_not_verified_organization
University of Electronic Science and technology,1,affiliation_label_not_verified_organization
University of Ferrara,1,affiliation_label_not_verified_organization
University of Florence,1,affiliation_label_not_verified_organization
University of Florida,20,affiliation_label_not_verified_organization
University of Freiburg,11,affiliation_label_not_verified_organization
"University of Freiburg, Germany",1,affiliation_label_not_verified_organization
University of Gent,1,affiliation_label_not_verified_organization
University of Geogia,1,affiliation_label_not_verified_organization
University of Georgia,16,affiliation_label_not_verified_organization
University of Glasgow,13,affiliation_label_not_verified_organization
University of Groningen,4,affiliation_label_not_verified_organization
University of Hamburg,4,affiliation_label_not_verified_organization
University of Hawaii at Manoa,9,affiliation_label_not_verified_organization
University of Hawaiʻi at Mānoa,1,affiliation_label_not_verified_organization
University of Hawai‘i at Manoa,1,affiliation_label_not_verified_organization
University of Hong Kong,8,affiliation_label_not_verified_organization
University of Houston,9,affiliation_label_not_verified_organization
"University of Ilinois, Urbana Champagne",1,affiliation_label_not_verified_organization
University of Illinois,1,affiliation_label_not_verified_organization
University of Illinois Chicago,12,affiliation_label_not_verified_organization
University of Illinois Urbana Champaign,2,affiliation_label_not_verified_organization
University of Illinois Urbana-Champaign,32,affiliation_label_not_verified_organization
University of Illinois Urbana-Champaign (UIUC),1,affiliation_label_not_verified_organization
University of Illinois at Chicago,6,affiliation_label_not_verified_organization
"University of Illinois at Chicago (UIC), Chicago, USA",1,affiliation_label_not_verified_organization
University of Illinois at Urbana Champaign,8,affiliation_label_not_verified_organization
University of Illinois at Urbana-Champaign,19,affiliation_label_not_verified_organization
"University of Illinois, Urbana-Champaign",1,affiliation_label_not_verified_organization
University of Information Technology,1,affiliation_label_not_verified_organization
University of Kentucky,2,affiliation_label_not_verified_organization
University of Klagenfurt,1,affiliation_label_not_verified_organization
University of Konstanz,2,affiliation_label_not_verified_organization
University of L'Aquila,2,affiliation_label_not_verified_organization
University of Leicester,3,affiliation_label_not_verified_organization
University of Liege,1,affiliation_label_not_verified_organization
University of Lincoln,2,affiliation_label_not_verified_organization
University of Liverpool,18,affiliation_label_not_verified_organization
University of Liège,3,affiliation_label_not_verified_organization
"University of Lorraine, CRAN-CNRS, France",1,affiliation_label_not_verified_organization
University of Louisville,7,affiliation_label_not_verified_organization
University of Luxembourg,10,affiliation_label_not_verified_organization
University of Macau,11,affiliation_label_not_verified_organization
"University of Macau, Xiaomi EV",1,affiliation_label_not_verified_organization
University of Malaga,2,affiliation_label_not_verified_organization
University of Manchester,6,affiliation_label_not_verified_organization
"University of Manchester, UK",1,affiliation_label_not_verified_organization
University of Manitoba,2,affiliation_label_not_verified_organization
University of Maryland,24,affiliation_label_not_verified_organization
University of Maryland / National Institute of Standards and Technology,1,affiliation_label_not_verified_organization
University of Maryland College Park,4,affiliation_label_not_verified_organization
University of Maryland College Park (UMCP),2,affiliation_label_not_verified_organization
University of Maryland at College Park,1,affiliation_label_not_verified_organization
"University of Maryland, College Park",22,affiliation_label_not_verified_organization
"University of Maryland, College Park, MJPRU",1,affiliation_label_not_verified_organization
"University of Maryland, college park",1,affiliation_label_not_verified_organization
University of Maryland-College Park,1,affiliation_label_not_verified_organization
University of Massachusetts Amherst,4,affiliation_label_not_verified_organization
